,canton_residence,urban,canton_work,Income,hh_income,employment_status,education_status,has_license,car_available,has_ga,age,gender
1979,23.0,1.0,23.0,8616.360622255272,5,2.0,0.0,1,0.0,0.0,33.35472419124903,1.0
1986,9.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.363421663391136,0.0
1987,13.0,1.0,1.0,7109.520083177907,4,5.0,0.0,1,0.0,0.0,68.20052082552957,0.0
1990,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,12.389674910466056,0.0
1993,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.542440444593694,0.0
2000,19.0,1.0,19.0,3762.9588746127524,2,1.0,1.0,0,0.0,0.0,15.944068333627001,0.0
2001,3.0,1.0,3.0,4969.474915140954,3,1.0,0.0,1,1.0,0.0,49.99157300523916,0.0
2008,2.0,1.0,2.0,6210.1130187362905,4,5.0,0.0,1,0.0,0.0,83.26042435513523,1.0
2016,25.0,1.0,,,,4.0,1.0,0,0.0,0.0,12.088429273901511,0.0
2028,13.0,1.0,13.0,2760.110240673892,2,2.0,0.0,0,0.0,0.0,25.56896392210365,1.0
2031,20.0,1.0,20.0,32941.429978091386,9,2.0,0.0,0,0.0,0.0,35.139521148303174,0.0
2052,5.0,1.0,1.0,18386.35938420537,9,2.0,0.0,1,0.0,0.0,44.52977028043597,1.0
2085,21.0,0.0,23.0,5991.521207296332,3,2.0,0.0,0,0.0,0.0,25.737909742239708,1.0
2100,6.0,1.0,17.0,3694.5373274966537,2,1.0,0.0,0,0.0,1.0,52.484385425197615,1.0
2107,13.0,1.0,,,,2.0,1.0,0,0.0,0.0,16.616695273585492,0.0
2116,3.0,1.0,,,,4.0,1.0,0,0.0,0.0,9.25051811140952,0.0
2138,9.0,1.0,9.0,2153.020543209534,2,1.0,0.0,1,0.0,0.0,24.998223532061274,1.0
2145,18.0,0.0,18.0,1992.761455227416,1,1.0,0.0,1,1.0,0.0,36.86690368692234,0.0
2158,12.0,1.0,3.0,3678.316287438545,2,2.0,0.0,0,0.0,0.0,60.773652954796034,1.0
2163,4.0,1.0,21.0,800.4436290234412,1,1.0,0.0,0,0.0,0.0,18.691642783155203,1.0
2175,22.0,1.0,22.0,2161.0305953464667,2,1.0,0.0,0,0.0,0.0,59.85252471037802,0.0
2179,22.0,1.0,2.0,6137.997166223702,4,2.0,0.0,1,0.0,0.0,63.95829981393763,0.0
2183,12.0,1.0,12.0,9050.916849186737,5,5.0,0.0,1,1.0,0.0,66.94499139690492,1.0
2184,23.0,1.0,23.0,12420.175231024701,7,5.0,0.0,1,1.0,0.0,73.62754739672914,0.0
2190,1.0,1.0,1.0,3424.4893780758457,2,2.0,0.0,1,1.0,0.0,60.1137998667848,0.0
2199,19.0,1.0,19.0,6342.175877512926,4,5.0,0.0,0,0.0,0.0,80.75325209704397,0.0
2210,1.0,1.0,1.0,913.2560701963223,1,5.0,0.0,1,0.0,0.0,77.59938862288323,1.0
2212,5.0,1.0,23.0,7262.598867562763,4,2.0,0.0,1,0.0,0.0,51.071852472440014,0.0
2226,2.0,1.0,2.0,6130.602303404611,4,1.0,0.0,1,0.0,0.0,67.32701526902406,0.0
2242,1.0,1.0,1.0,7445.724642714431,4,1.0,0.0,1,0.0,0.0,46.931241333045136,0.0
2243,25.0,1.0,25.0,3696.9503185191656,2,5.0,0.0,1,1.0,0.0,83.69051983188001,0.0
2258,12.0,1.0,11.0,6410.052452703891,4,2.0,0.0,1,0.0,0.0,24.02507363284849,1.0
2272,12.0,0.0,1.0,4042.574062132719,3,2.0,0.0,0,0.0,0.0,22.172460469023235,0.0
2276,19.0,1.0,19.0,49267.67037052965,9,1.0,0.0,0,0.0,1.0,23.521952033445586,0.0
2279,9.0,1.0,9.0,3380.4013266526736,2,5.0,0.0,1,0.0,0.0,70.11137968047206,0.0
2287,10.0,0.0,10.0,2018.784347492744,2,1.0,0.0,0,0.0,0.0,33.24279436281313,1.0
2292,13.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.917889453937505,0.0
2294,26.0,1.0,24.0,1515.3647572690156,1,1.0,0.0,1,1.0,0.0,60.51379201636928,1.0
2295,2.0,1.0,2.0,2016.4333067561,2,5.0,0.0,1,1.0,0.0,82.71205094544553,1.0
2296,1.0,0.0,1.0,3915.7008456825733,2,1.0,0.0,1,0.0,0.0,60.03928537803404,1.0
2307,2.0,1.0,19.0,7908.465834215716,4,2.0,0.0,1,0.0,0.0,43.88551639366051,1.0
2308,1.0,1.0,1.0,520.5597354265705,1,2.0,0.0,0,0.0,0.0,34.04014951204158,1.0
2309,11.0,1.0,11.0,7331.240555383714,4,5.0,0.0,1,1.0,0.0,73.72697414390927,1.0
2311,1.0,1.0,1.0,10764.560773497551,6,5.0,0.0,1,0.0,0.0,66.0727479515499,0.0
2313,24.0,1.0,22.0,4420.294738349284,3,2.0,0.0,1,0.0,0.0,49.30033525684394,0.0
2322,23.0,0.0,23.0,28914.34311594408,9,1.0,0.0,1,1.0,0.0,34.1533852706707,1.0
2337,5.0,1.0,5.0,10298.937052672252,6,2.0,0.0,1,0.0,0.0,24.48862134176011,1.0
2350,2.0,1.0,2.0,3420.6939444203604,2,2.0,0.0,1,0.0,0.0,50.8845985259627,1.0
2358,23.0,1.0,23.0,3040.564737730431,2,2.0,0.0,1,0.0,0.0,27.297079578384455,1.0
2364,17.0,1.0,1.0,4901.051883383714,3,2.0,0.0,0,0.0,0.0,22.674740862416456,1.0
2366,22.0,1.0,22.0,8339.943890258493,5,1.0,0.0,1,1.0,0.0,33.779069190647306,1.0
2373,2.0,1.0,2.0,3381.2388548636786,2,5.0,0.0,1,0.0,0.0,66.34618254802331,1.0
2382,1.0,1.0,1.0,14242.87104464854,8,1.0,0.0,1,1.0,0.0,33.158923930847095,1.0
2385,19.0,1.0,19.0,14036.700735933242,8,2.0,0.0,0,0.0,0.0,40.26102294903694,1.0
2386,25.0,1.0,25.0,4551.766258881363,3,2.0,0.0,0,0.0,0.0,37.3031876493435,0.0
2390,11.0,1.0,11.0,973.8759061067659,1,1.0,0.0,1,0.0,1.0,62.9518526026427,1.0
2411,25.0,1.0,,,,4.0,1.0,0,0.0,0.0,10.59416855054792,1.0
2412,17.0,1.0,22.0,3924.63349439998,2,5.0,0.0,1,0.0,0.0,68.44052714417921,1.0
2430,25.0,1.0,25.0,5641.611740274834,3,1.0,0.0,1,1.0,0.0,46.683224005651255,0.0
2433,22.0,1.0,22.0,10230.778554779785,6,1.0,0.0,1,0.0,0.0,23.74651247332804,1.0
2442,11.0,1.0,,,,4.0,1.0,0,0.0,0.0,13.769984941532812,0.0
2443,18.0,0.0,18.0,3490.9196637186355,2,1.0,0.0,0,0.0,0.0,60.45759383342693,1.0
2456,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.650644602267903,0.0
2457,10.0,1.0,10.0,7124.3679890550575,4,2.0,0.0,1,1.0,0.0,48.756685464439215,1.0
2485,22.0,1.0,22.0,40493.46115840002,9,1.0,0.0,0,0.0,0.0,47.83710967299362,0.0
2495,1.0,1.0,1.0,1157.986686557679,1,5.0,0.0,1,1.0,1.0,68.90091256420851,1.0
2510,1.0,1.0,1.0,4269.783560051802,3,1.0,0.0,1,1.0,0.0,39.471330224592066,0.0
2511,22.0,1.0,22.0,36396.36158027198,9,2.0,0.0,1,1.0,0.0,57.95545119537201,0.0
2513,26.0,1.0,2.0,806.6508464775916,1,1.0,0.0,1,0.0,0.0,33.45466973040311,1.0
2515,17.0,0.0,22.0,3901.791175674113,2,1.0,0.0,1,0.0,0.0,50.37411233769649,0.0
2516,1.0,1.0,1.0,10800.396098435243,6,5.0,0.0,1,1.0,0.0,66.68441576313126,0.0
2517,2.0,1.0,2.0,5017.566300836199,3,2.0,0.0,1,1.0,0.0,59.06118415375704,1.0
2527,21.0,1.0,21.0,2974.600900963495,2,1.0,0.0,1,1.0,0.0,57.794596006378924,0.0
2529,17.0,1.0,,,,4.0,1.0,0,0.0,0.0,12.370879973547972,0.0
2530,3.0,0.0,3.0,3056.283499484076,2,1.0,1.0,0,0.0,0.0,18.58591389577009,0.0
2535,1.0,1.0,19.0,4944.21181588135,3,2.0,0.0,1,0.0,0.0,44.02009179700485,1.0
2544,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.712568673383203,1.0
2548,1.0,0.0,1.0,2432.959383889801,2,1.0,0.0,1,0.0,0.0,36.67148158365512,0.0
2581,21.0,0.0,,,,4.0,1.0,0,0.0,0.0,9.822465497759595,1.0
2590,1.0,1.0,20.0,3051.9804568876675,2,2.0,0.0,1,0.0,0.0,30.82184548390751,0.0
2604,24.0,1.0,24.0,5869.642359638734,3,1.0,0.0,1,0.0,0.0,30.375158384621045,0.0
2607,18.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.351992843533026,0.0
2641,23.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.088202445073648,0.0
2645,23.0,1.0,23.0,21425.473614510967,9,1.0,0.0,1,0.0,0.0,49.99983068918709,1.0
2653,25.0,1.0,25.0,8421.374557332198,5,1.0,0.0,1,1.0,0.0,51.654696425604925,0.0
2654,23.0,1.0,22.0,8003.21730015419,5,2.0,0.0,0,0.0,0.0,26.008335204503055,1.0
2664,22.0,1.0,2.0,4208.9140940082225,3,5.0,0.0,0,0.0,0.0,74.90675756232008,1.0
2666,10.0,1.0,10.0,4567.291076421943,3,1.0,0.0,1,1.0,0.0,38.0398763844189,1.0
2705,1.0,1.0,1.0,605.0007813228382,1,1.0,0.0,1,1.0,0.0,42.93841963538898,0.0
2709,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.713690149457307,1.0
2717,22.0,1.0,,,,2.0,1.0,0,0.0,0.0,16.362296072323943,0.0
2718,23.0,1.0,20.0,3105.8012821685957,2,2.0,0.0,0,0.0,0.0,46.98520613840901,1.0
2721,25.0,0.0,24.0,4080.211573151396,3,2.0,0.0,0,0.0,0.0,37.05442220019768,0.0
2726,1.0,1.0,1.0,2982.4062603168377,2,1.0,0.0,1,0.0,0.0,32.423204422769004,1.0
2745,1.0,1.0,25.0,5511.652592595265,3,2.0,0.0,1,0.0,0.0,45.23867021989713,1.0
2752,1.0,1.0,1.0,10159.566933243195,6,5.0,0.0,1,1.0,0.0,68.10884074477599,1.0
2767,19.0,1.0,19.0,1007.0303937941701,1,1.0,0.0,1,1.0,0.0,50.18032642650314,1.0
2768,22.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.938428677981165,0.0
2771,19.0,1.0,1.0,7075.289992494689,4,1.0,0.0,1,0.0,0.0,26.481378138303626,0.0
2772,25.0,1.0,22.0,4977.936835270085,3,1.0,0.0,1,0.0,0.0,50.65670794243874,1.0
2780,24.0,1.0,2.0,6881.452402370371,4,5.0,0.0,1,0.0,0.0,79.40230018528291,1.0
2792,1.0,1.0,1.0,3553.3258367492213,2,1.0,0.0,1,1.0,0.0,47.85895817585606,1.0
2803,1.0,1.0,1.0,2927.296646265724,2,1.0,0.0,0,0.0,0.0,29.335153488885,1.0
2815,1.0,0.0,19.0,5076.871218416052,3,5.0,0.0,1,0.0,1.0,73.30912184515523,1.0
2828,25.0,1.0,25.0,20145.77706915511,9,1.0,0.0,1,1.0,0.0,44.86468561381116,1.0
2829,18.0,1.0,,,,2.0,1.0,0,0.0,0.0,16.930319215847703,1.0
2853,19.0,1.0,19.0,3274.2900559282098,2,1.0,0.0,0,0.0,0.0,52.7923976134216,0.0
2856,9.0,1.0,25.0,2505.1196417588535,2,5.0,0.0,1,0.0,0.0,90.1336828366932,0.0
2865,1.0,1.0,1.0,12658.463900724273,7,5.0,0.0,1,1.0,0.0,65.93514287224389,1.0
2886,19.0,1.0,19.0,678.350238018013,1,2.0,1.0,1,0.0,0.0,20.030440110615245,0.0
2889,19.0,0.0,22.0,4729.961813751389,3,1.0,0.0,1,0.0,0.0,39.28728250029394,1.0
2918,13.0,1.0,12.0,6891.788268472346,4,2.0,0.0,1,0.0,0.0,61.6550808877837,0.0
2928,18.0,0.0,,,,4.0,1.0,0,0.0,0.0,12.59945137428349,1.0
2942,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.578035251246092,1.0
2955,18.0,1.0,18.0,13374.754039668538,7,1.0,0.0,1,0.0,0.0,64.66891154816767,1.0
2964,1.0,1.0,1.0,19820.722188854117,9,2.0,0.0,0,0.0,0.0,26.274481005770895,0.0
2967,11.0,0.0,11.0,595.6214701686433,1,2.0,0.0,1,0.0,0.0,44.088111676278004,1.0
2981,17.0,1.0,1.0,5776.416990236524,3,1.0,0.0,0,0.0,0.0,29.383954715058962,0.0
2988,22.0,1.0,23.0,3969.0837220852095,2,2.0,1.0,0,0.0,0.0,17.458059474101674,0.0
2989,3.0,0.0,,,,4.0,1.0,0,0.0,0.0,14.315882178475931,0.0
2990,22.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.8723055261420996,1.0
2995,3.0,1.0,3.0,1164.9482705981618,1,2.0,0.0,1,1.0,0.0,60.53604419237354,0.0
3004,1.0,1.0,1.0,4451.4974491312505,3,2.0,1.0,1,0.0,0.0,23.928941355415645,1.0
3005,19.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.020368190324461,1.0
3017,19.0,1.0,,,,4.0,1.0,0,0.0,0.0,10.413976917042419,0.0
3035,19.0,0.0,19.0,5244.196424931005,3,5.0,0.0,1,1.0,0.0,67.22077917036768,0.0
3048,2.0,1.0,2.0,15479.76559363565,8,1.0,0.0,1,1.0,0.0,43.49697072414233,1.0
3050,2.0,1.0,2.0,1752.4521672436551,1,2.0,0.0,1,1.0,0.0,42.68203829468166,0.0
3065,13.0,1.0,13.0,6449.321041757534,4,1.0,0.0,1,0.0,0.0,28.235411906603986,1.0
3085,2.0,1.0,2.0,3367.65453322886,2,1.0,0.0,0,0.0,0.0,37.003163744454696,0.0
3096,18.0,1.0,18.0,6080.754375612913,4,5.0,0.0,0,0.0,0.0,76.29283172658006,0.0
3105,18.0,1.0,,,,4.0,1.0,0,0.0,0.0,11.966910432963232,1.0
3112,17.0,1.0,,,,4.0,1.0,0,0.0,1.0,9.847940995116005,0.0
3113,3.0,1.0,3.0,5257.705289169319,3,1.0,0.0,1,1.0,0.0,58.97993011882272,0.0
3115,2.0,0.0,2.0,6333.297487438067,4,1.0,0.0,1,1.0,0.0,32.95523617392769,0.0
3121,17.0,1.0,19.0,3861.0144051352167,2,2.0,0.0,1,0.0,0.0,63.56343433203756,1.0
3129,2.0,0.0,2.0,8262.64536448256,5,5.0,0.0,1,1.0,0.0,69.53766401663552,0.0
3137,10.0,0.0,2.0,8604.47574510223,5,2.0,0.0,1,0.0,0.0,36.378914179583035,0.0
3146,19.0,1.0,19.0,1976.012675753942,1,1.0,0.0,1,1.0,0.0,46.57754089886362,0.0
3149,1.0,1.0,1.0,3205.8248003299836,2,2.0,0.0,1,0.0,0.0,32.35512501095718,1.0
3154,3.0,1.0,3.0,11228.727075333189,6,1.0,0.0,0,0.0,0.0,20.055183912779512,1.0
3176,2.0,1.0,19.0,5513.519905502856,3,1.0,0.0,1,0.0,0.0,24.26822204649193,0.0
3192,24.0,1.0,24.0,6688.757128256905,4,1.0,0.0,1,1.0,0.0,46.575147917083314,1.0
3193,13.0,1.0,,,,4.0,1.0,0,0.0,1.0,11.340090518107218,0.0
3195,17.0,1.0,12.0,3909.9044678616096,2,5.0,0.0,1,0.0,0.0,65.71321645674675,0.0
3203,17.0,1.0,17.0,17850.084214702314,9,1.0,0.0,1,1.0,0.0,40.83484227101303,0.0
3208,20.0,1.0,20.0,7699.157220491643,4,5.0,0.0,1,1.0,0.0,68.9477076732012,0.0
3211,19.0,1.0,19.0,11300.874254310329,6,2.0,0.0,1,1.0,0.0,60.79150597432954,0.0
3221,18.0,0.0,,,,4.0,1.0,0,0.0,0.0,12.430409167008975,0.0
3225,17.0,1.0,17.0,21375.467470610776,9,2.0,0.0,1,0.0,0.0,45.01630912576002,0.0
3233,21.0,1.0,,,,4.0,1.0,0,0.0,0.0,9.810158264355096,1.0
3235,10.0,1.0,10.0,10900.733236289989,6,5.0,0.0,0,0.0,0.0,64.93384283780006,1.0
3237,2.0,1.0,23.0,4546.377241877751,3,2.0,0.0,1,0.0,0.0,40.60907521129525,1.0
3250,18.0,1.0,18.0,4065.199723501805,3,1.0,0.0,1,1.0,0.0,60.87654547503189,0.0
3256,2.0,1.0,2.0,1466.4748893879469,1,1.0,0.0,0,0.0,0.0,22.519364054763173,1.0
3260,10.0,1.0,2.0,5408.297381586581,3,2.0,0.0,1,0.0,0.0,61.5841107557535,1.0
3261,19.0,1.0,,,,4.0,1.0,0,0.0,0.0,9.353241965159214,0.0
3269,22.0,1.0,22.0,27721.268623097298,9,1.0,0.0,1,1.0,0.0,58.519343061983136,0.0
3273,13.0,1.0,13.0,1879.7403982998571,1,1.0,0.0,1,0.0,0.0,32.65197148102402,1.0
3276,3.0,1.0,,,,4.0,1.0,0,0.0,0.0,10.39556175262669,0.0
3285,22.0,1.0,22.0,8746.56219479841,5,2.0,0.0,0,0.0,0.0,19.99374290051196,1.0
3287,22.0,1.0,23.0,8937.877675839358,5,2.0,0.0,1,0.0,0.0,54.50021487747699,1.0
3293,21.0,1.0,21.0,3242.1162637937996,2,1.0,0.0,1,1.0,0.0,29.04323685393433,0.0
3295,14.0,1.0,,,,2.0,0.0,0,0.0,0.0,19.61500050467839,0.0
3298,13.0,0.0,13.0,10002.075074621656,6,1.0,0.0,1,1.0,0.0,42.17627713613115,0.0
3299,20.0,1.0,25.0,3285.267887758637,2,1.0,0.0,0,0.0,0.0,42.49579783914555,0.0
3303,22.0,1.0,22.0,5137.997070799411,3,5.0,0.0,1,0.0,0.0,69.52863845339311,0.0
3316,22.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.54408078599522,0.0
3323,2.0,1.0,2.0,14471.120838075127,8,2.0,0.0,1,0.0,0.0,56.03998881283678,0.0
3336,25.0,1.0,25.0,11785.585314829581,6,2.0,0.0,1,1.0,0.0,61.478229756324026,0.0
3337,15.0,1.0,10.0,5232.157295361768,3,1.0,0.0,1,0.0,0.0,42.21402778176957,1.0
3346,2.0,1.0,,,,4.0,1.0,0,0.0,1.0,13.857289537796078,1.0
3348,2.0,1.0,2.0,26714.830178490498,9,1.0,0.0,1,1.0,1.0,51.31579880579352,0.0
3353,2.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.397056041231281,1.0
3372,25.0,1.0,25.0,4534.596035572525,3,1.0,0.0,1,1.0,0.0,44.98385199910126,1.0
3379,1.0,1.0,,,,2.0,1.0,0,0.0,0.0,15.78971480284531,0.0
3381,17.0,1.0,15.0,5167.458489002289,3,1.0,0.0,1,0.0,0.0,58.59672266660709,0.0
3388,24.0,1.0,24.0,2880.277550437012,2,1.0,0.0,0,0.0,0.0,28.31600130149991,0.0
3420,1.0,1.0,1.0,1585.9094698964511,1,5.0,0.0,1,0.0,0.0,96.11668892745593,0.0
3421,22.0,1.0,22.0,5665.396315587254,3,2.0,0.0,1,1.0,0.0,60.81858477886999,0.0
3424,1.0,1.0,1.0,6520.657852059379,4,1.0,0.0,1,0.0,0.0,32.31660839046708,1.0
3440,17.0,1.0,17.0,3293.575119203498,2,1.0,0.0,1,1.0,0.0,35.13076334911989,1.0
3450,18.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.338484143904452,1.0
3455,20.0,1.0,20.0,4305.679773274724,3,1.0,0.0,1,1.0,0.0,48.39706805112269,0.0
3461,25.0,1.0,25.0,12859.919826309617,7,1.0,0.0,0,0.0,0.0,31.75259486115192,0.0
3466,18.0,0.0,18.0,992.2068604714618,1,1.0,0.0,0,0.0,0.0,21.3556500441357,1.0
3488,1.0,1.0,1.0,8378.488307538228,5,1.0,0.0,1,1.0,0.0,44.10693316545712,1.0
3493,26.0,1.0,26.0,3899.8246878509713,2,2.0,0.0,1,1.0,0.0,44.09888782746475,1.0
3496,17.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.771553905710334,1.0
3500,17.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.795331696763924,0.0
3513,23.0,1.0,23.0,7662.665947375956,4,2.0,0.0,1,1.0,1.0,53.855021562145566,0.0
3524,24.0,1.0,24.0,4443.525239449013,3,1.0,0.0,1,0.0,0.0,55.9036075950753,0.0
3527,1.0,1.0,17.0,61538.41998370665,9,1.0,0.0,1,1.0,0.0,44.238730252255664,0.0
3536,18.0,1.0,18.0,3502.8285654948004,2,1.0,0.0,1,1.0,0.0,58.47499163866928,0.0
3540,23.0,1.0,23.0,3322.70463344967,2,2.0,0.0,1,1.0,0.0,30.395843769615567,1.0
3542,2.0,1.0,,,,2.0,1.0,0,0.0,0.0,20.174985669656053,0.0
3547,22.0,1.0,22.0,11831.757571949582,6,1.0,0.0,1,0.0,0.0,43.85351005464395,1.0
3553,13.0,1.0,13.0,3401.8801326329667,2,1.0,0.0,1,1.0,0.0,49.67404861718569,1.0
3571,22.0,1.0,20.0,2936.4588511647003,2,2.0,0.0,0,0.0,0.0,22.76699811071694,0.0
3573,22.0,1.0,22.0,2033.601122605127,2,5.0,0.0,1,1.0,0.0,84.08667001076924,0.0
3575,22.0,1.0,22.0,6516.504326757425,4,1.0,0.0,1,0.0,0.0,40.603833700286714,1.0
3600,1.0,1.0,1.0,5761.849042262802,3,1.0,0.0,1,0.0,0.0,31.466889954863518,0.0
3615,1.0,1.0,,,,2.0,1.0,0,0.0,0.0,16.550943627289143,0.0
3634,3.0,1.0,3.0,11184.937826512596,6,2.0,0.0,0,0.0,0.0,60.23213472168845,0.0
3640,21.0,1.0,,,,4.0,1.0,0,0.0,0.0,13.017640232141048,1.0
3648,10.0,0.0,10.0,3961.4011967286665,2,1.0,0.0,0,0.0,0.0,24.35904170545996,1.0
3649,19.0,1.0,,,,2.0,1.0,0,0.0,1.0,15.389558271169108,0.0
3673,12.0,1.0,,,,4.0,1.0,0,0.0,0.0,13.281510479760072,1.0
3674,2.0,1.0,,,,2.0,0.0,0,0.0,1.0,20.030668585887497,1.0
3678,11.0,1.0,25.0,3267.628380135896,2,1.0,0.0,0,0.0,0.0,64.56057128634552,1.0
3679,20.0,0.0,20.0,3895.8280357303693,2,2.0,0.0,0,0.0,0.0,36.9313828904053,0.0
3682,25.0,1.0,22.0,9261.47069911937,5,2.0,0.0,0,0.0,0.0,25.11871721990792,0.0
3683,1.0,1.0,1.0,6609.693861578332,4,5.0,0.0,1,0.0,0.0,73.7479550409821,1.0
3693,21.0,1.0,21.0,9830.548570963729,5,5.0,0.0,1,1.0,0.0,82.8615380227111,1.0
3695,10.0,1.0,10.0,2259.336418105385,2,1.0,0.0,1,1.0,0.0,65.96842552124849,1.0
3699,10.0,0.0,10.0,8191.980268483569,5,1.0,1.0,1,1.0,0.0,24.14418792387869,0.0
3706,11.0,1.0,11.0,20369.86554624663,9,1.0,0.0,1,1.0,0.0,42.34370532543835,0.0
3707,1.0,1.0,1.0,11828.726337918302,6,2.0,0.0,0,0.0,1.0,26.17995873428481,1.0
3717,1.0,1.0,,,,2.0,1.0,0,0.0,0.0,21.189004298010104,1.0
3721,1.0,1.0,1.0,1211.193953985057,1,2.0,0.0,1,0.0,0.0,40.463609930356824,1.0
3725,2.0,1.0,,,,4.0,1.0,0,0.0,0.0,13.0633289840423,1.0
3730,2.0,0.0,,,,4.0,1.0,0,0.0,0.0,7.2522894117289525,1.0
3743,21.0,1.0,21.0,8142.950752782087,5,1.0,0.0,1,1.0,0.0,37.98680773684691,0.0
3752,1.0,1.0,1.0,523.5564877128144,1,2.0,0.0,1,1.0,0.0,54.12185201492525,0.0
3754,2.0,1.0,13.0,8305.527030081985,5,1.0,0.0,0,0.0,0.0,21.588291102792482,1.0
3760,25.0,0.0,18.0,5635.884598818654,3,2.0,0.0,1,0.0,0.0,53.541872034933704,0.0
3762,22.0,1.0,22.0,3652.533104768778,2,5.0,0.0,1,0.0,0.0,67.25785820918009,0.0
3772,18.0,1.0,18.0,3760.411152925744,2,1.0,0.0,1,0.0,0.0,63.784829546880474,1.0
3780,12.0,1.0,12.0,4706.781612561014,3,1.0,0.0,1,0.0,0.0,30.0863127013713,0.0
3783,2.0,1.0,2.0,6701.101984893245,4,2.0,0.0,1,1.0,0.0,56.727848684156925,0.0
3788,22.0,1.0,22.0,2230.05467536774,2,2.0,1.0,0,0.0,1.0,23.202140332698036,1.0
3798,22.0,1.0,22.0,1775.1179079909316,1,1.0,0.0,1,1.0,0.0,26.781927546202724,1.0
3809,10.0,1.0,10.0,868.9868385354001,1,2.0,0.0,0,0.0,0.0,41.5796975883427,1.0
3832,19.0,1.0,19.0,7901.619322848863,4,5.0,0.0,1,1.0,0.0,74.3930474034205,0.0
3853,1.0,1.0,19.0,15880.895054532117,8,5.0,0.0,1,1.0,0.0,64.09873658643528,0.0
3857,22.0,1.0,22.0,16763.598299081943,9,2.0,0.0,1,0.0,0.0,52.84655166264406,1.0
3861,22.0,1.0,22.0,5486.33693107702,3,5.0,0.0,1,1.0,0.0,84.44714650206402,1.0
3878,24.0,1.0,24.0,23840.82360483842,9,1.0,0.0,1,1.0,0.0,53.64367585893365,1.0
3906,19.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.279812173138907,0.0
3914,20.0,1.0,20.0,13466.503837128948,7,1.0,0.0,1,1.0,0.0,40.04379966740794,0.0
3915,9.0,1.0,19.0,6534.840606290176,4,2.0,0.0,0,0.0,0.0,32.71242945855397,1.0
3928,22.0,0.0,22.0,21460.576368230468,9,1.0,0.0,1,0.0,0.0,35.38762309463891,0.0
3932,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.79908914370958,0.0
3936,2.0,1.0,2.0,9688.21390974154,5,1.0,0.0,0,0.0,0.0,54.55721718741211,1.0
3941,3.0,1.0,3.0,16077.078457626374,9,5.0,0.0,1,0.0,0.0,68.207652890178,1.0
3950,2.0,1.0,3.0,8052.570852530778,5,2.0,0.0,1,1.0,0.0,62.635525527218306,1.0
3955,17.0,1.0,1.0,6595.079743611688,4,1.0,0.0,1,0.0,0.0,50.424095944727696,0.0
3970,17.0,1.0,17.0,2189.9164648804963,2,1.0,0.0,0,0.0,0.0,31.141168157123275,1.0
3973,22.0,1.0,22.0,410.0309592580255,1,5.0,0.0,1,0.0,1.0,80.0245468949679,1.0
3977,3.0,1.0,3.0,3794.080217919542,2,1.0,0.0,1,1.0,0.0,48.84713259474711,0.0
3983,14.0,1.0,14.0,28843.440248931012,9,2.0,0.0,1,0.0,0.0,30.28778473236798,1.0
3989,1.0,1.0,1.0,47883.138733397056,9,5.0,0.0,1,1.0,0.0,74.50950876759521,1.0
3994,22.0,1.0,22.0,25320.07539115804,9,1.0,0.0,1,0.0,0.0,45.25294799881112,0.0
4000,2.0,1.0,23.0,4330.146201351781,3,2.0,0.0,1,0.0,0.0,36.599296250413545,0.0
4003,1.0,1.0,1.0,54827.49066288079,9,1.0,0.0,1,1.0,0.0,50.47743685439127,1.0
4012,11.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.937724258404842,0.0
4014,21.0,1.0,21.0,4563.557780832248,3,1.0,0.0,1,0.0,0.0,38.372197525008005,0.0
4028,5.0,1.0,5.0,5598.37524596519,3,1.0,0.0,1,1.0,0.0,34.21582859517366,0.0
4035,19.0,1.0,1.0,5413.790663539406,3,1.0,0.0,1,0.0,0.0,26.84353799578571,1.0
4040,9.0,1.0,9.0,13713.691142559517,7,5.0,0.0,1,1.0,0.0,93.53620438469125,1.0
4044,10.0,0.0,10.0,3313.110326896366,2,5.0,0.0,1,1.0,0.0,65.48183684115111,1.0
4045,10.0,1.0,22.0,1948.1438339936162,1,1.0,1.0,0,0.0,0.0,18.498583750171974,1.0
4060,19.0,1.0,19.0,1349.8039494151496,1,5.0,0.0,0,0.0,0.0,83.81296805922716,1.0
