,canton_residence,urban,canton_work,Income,hh_income,employment_status,education_status,has_license,car_available,has_ga,age,gender
1891,2.0,1.0,2.0,7207.120499399082,4,1.0,0.0,1,1.0,0.0,45.95044092607509,0.0
1898,1.0,1.0,1.0,25511.33640870747,9,1.0,0.0,1,1.0,0.0,44.162302953369135,1.0
1900,25.0,1.0,25.0,17190.834178187437,9,5.0,0.0,1,1.0,0.0,71.30784288629411,1.0
1908,1.0,1.0,1.0,9223.877478506569,5,2.0,0.0,0,0.0,0.0,24.24769082239277,1.0
1918,17.0,1.0,1.0,3766.1037845384144,2,1.0,0.0,1,0.0,0.0,44.29402951345105,0.0
1919,20.0,1.0,20.0,4451.185799550908,3,2.0,0.0,1,1.0,0.0,40.9138611341632,1.0
1922,5.0,1.0,5.0,5167.450768256716,3,1.0,0.0,1,1.0,0.0,39.11964943471753,1.0
1923,11.0,1.0,,,,4.0,1.0,0,0.0,0.0,11.143898833841149,0.0
1947,13.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.988131058194085,0.0
1949,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,10.431852234611142,1.0
1950,19.0,0.0,19.0,1995.4691260140082,1,5.0,0.0,1,0.0,0.0,73.5201201424295,0.0
1965,21.0,1.0,21.0,2124.2950347269725,2,5.0,0.0,1,0.0,0.0,70.88490063219751,1.0
1968,19.0,0.0,21.0,7599.680368830398,4,2.0,0.0,0,0.0,1.0,21.505140944346977,0.0
1973,1.0,1.0,10.0,4097.762364109984,3,5.0,0.0,1,0.0,0.0,66.63017271480408,1.0
1977,2.0,1.0,19.0,4380.163351487073,3,1.0,0.0,1,0.0,0.0,43.985740449104014,0.0
1983,2.0,1.0,2.0,8481.036815221962,5,5.0,0.0,1,1.0,0.0,73.0863559200975,0.0
1992,13.0,1.0,,,,2.0,1.0,1,1.0,0.0,22.81053712333801,1.0
2032,12.0,1.0,11.0,3497.97064682913,2,5.0,0.0,1,0.0,0.0,79.82019428623789,0.0
2068,2.0,0.0,2.0,4577.810583009016,3,5.0,0.0,1,1.0,0.0,66.34749416588716,0.0
2077,2.0,0.0,2.0,5355.964053144578,3,5.0,0.0,1,1.0,0.0,74.74332673351091,0.0
2112,19.0,1.0,19.0,9252.722643288611,5,1.0,0.0,0,0.0,0.0,22.891682834487938,1.0
2114,19.0,1.0,19.0,2327.0355772802004,2,1.0,0.0,1,1.0,0.0,61.87809562451207,0.0
2127,22.0,1.0,,,,2.0,0.0,0,0.0,0.0,19.998223532061274,1.0
2137,2.0,1.0,2.0,11458.402804250863,6,1.0,0.0,1,1.0,0.0,55.81157319463591,0.0
2140,1.0,1.0,1.0,1085.6376147202689,1,1.0,0.0,1,1.0,0.0,58.469814725488504,0.0
2148,21.0,1.0,21.0,5847.204575733285,3,2.0,0.0,1,1.0,0.0,35.52094792552475,0.0
2149,1.0,1.0,1.0,25832.95474531637,9,1.0,0.0,1,0.0,0.0,30.313379621439253,1.0
2152,3.0,0.0,3.0,2382.8034257098575,2,1.0,0.0,1,0.0,0.0,27.838483976852103,0.0
2159,17.0,1.0,17.0,27885.308251421346,9,1.0,0.0,1,1.0,0.0,45.3865178780909,1.0
2160,3.0,0.0,3.0,1906.9724891409317,1,2.0,0.0,0,0.0,1.0,21.20706880380294,1.0
2174,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.75521260838309,0.0
2179,22.0,0.0,22.0,2175.519899591811,2,1.0,0.0,0,0.0,0.0,46.22721822546805,0.0
2180,3.0,0.0,3.0,1984.4762122257641,1,1.0,0.0,1,0.0,0.0,50.71248127410763,1.0
2186,1.0,1.0,1.0,12013.146902902872,7,1.0,0.0,1,1.0,1.0,45.86843915847203,0.0
2201,1.0,1.0,1.0,18703.544809907078,9,5.0,0.0,1,1.0,0.0,71.57881486627525,1.0
2212,3.0,1.0,3.0,7606.358309648519,4,1.0,0.0,1,0.0,0.0,45.29587295297529,0.0
2215,17.0,1.0,17.0,3458.4136108630373,2,1.0,0.0,1,0.0,0.0,48.705631276349095,0.0
2223,1.0,1.0,1.0,7445.724642714431,4,1.0,0.0,1,0.0,0.0,41.931241333045136,0.0
2224,25.0,1.0,25.0,3696.9503185191656,2,5.0,0.0,1,1.0,0.0,78.69051983188001,0.0
2225,1.0,1.0,,,,4.0,1.0,0,0.0,1.0,8.921280456391287,1.0
2233,20.0,1.0,12.0,3457.242572040574,2,2.0,0.0,0,0.0,0.0,43.18791409749906,0.0
2238,1.0,1.0,1.0,7268.140856470133,4,1.0,0.0,1,1.0,0.0,32.17933863639246,0.0
2240,17.0,1.0,,,,2.0,0.0,1,1.0,1.0,19.02507363284849,1.0
2243,1.0,1.0,1.0,8881.71906762659,5,5.0,0.0,1,1.0,0.0,78.0556398668432,1.0
2258,22.0,1.0,,,,2.0,1.0,0,0.0,0.0,18.521952033445586,0.0
2259,19.0,1.0,19.0,2444.46152431069,2,5.0,0.0,1,0.0,0.0,83.54728561125921,1.0
2262,19.0,1.0,19.0,936.8538517172207,1,5.0,0.0,0,0.0,0.0,74.15744108695003,0.0
2271,2.0,1.0,2.0,24137.651445730193,9,1.0,0.0,1,1.0,0.0,31.494598052596075,0.0
2274,1.0,1.0,19.0,5758.3574847244845,3,2.0,0.0,0,0.0,0.0,40.68490413743916,0.0
2287,4.0,0.0,4.0,7798.1422677403525,4,1.0,0.0,1,1.0,0.0,29.028108754197092,0.0
2291,11.0,1.0,11.0,7331.240555383714,4,5.0,0.0,1,1.0,0.0,68.72697414390927,1.0
2293,20.0,1.0,1.0,4459.609695500773,3,2.0,0.0,1,1.0,0.0,61.0727479515499,0.0
2301,12.0,1.0,12.0,3061.858818553581,2,5.0,0.0,1,0.0,1.0,84.47066826600553,1.0
2305,2.0,1.0,2.0,7063.814871617204,4,1.0,0.0,1,1.0,0.0,37.372072542990736,1.0
2315,22.0,1.0,22.0,3646.8909099898997,2,2.0,0.0,1,0.0,0.0,60.318876843683256,1.0
2324,25.0,1.0,25.0,567.3858333887007,1,1.0,0.0,1,1.0,1.0,24.51151737674718,1.0
2326,21.0,1.0,21.0,1993.671014646733,1,1.0,0.0,1,1.0,0.0,29.302443477259203,0.0
2329,23.0,1.0,23.0,3658.1542882451913,2,5.0,0.0,1,0.0,0.0,78.39009754947915,1.0
2331,1.0,1.0,1.0,13779.127669167872,7,5.0,0.0,1,1.0,0.0,71.45084645522229,1.0
2336,17.0,1.0,,,,4.0,1.0,0,0.0,0.0,12.196662633423102,0.0
2353,19.0,0.0,19.0,3174.338015633069,2,2.0,0.0,1,1.0,0.0,28.779069190647306,1.0
2354,2.0,1.0,2.0,4947.468682818033,3,1.0,0.0,1,1.0,0.0,38.37103839027509,0.0
2360,2.0,1.0,2.0,3381.2388548636786,2,2.0,0.0,1,0.0,0.0,61.34618254802331,1.0
2367,22.0,1.0,22.0,16360.71732723372,9,1.0,0.0,1,0.0,0.0,34.38466702752794,1.0
2377,19.0,1.0,19.0,22214.584827744584,9,1.0,0.0,1,1.0,0.0,47.257335229177215,1.0
2387,17.0,1.0,17.0,3073.4403030590242,2,1.0,0.0,1,1.0,0.0,49.553934357944854,0.0
2392,1.0,1.0,1.0,1572.3114552620516,1,1.0,0.0,1,1.0,1.0,47.10720807360076,1.0
2393,21.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.209865909175278,1.0
2395,17.0,1.0,22.0,3924.63349439998,2,1.0,0.0,1,0.0,0.0,63.440527144179214,1.0
2400,10.0,1.0,10.0,3853.247502819205,2,5.0,0.0,1,0.0,0.0,93.38146252223305,1.0
2413,25.0,1.0,25.0,5641.611740274834,3,1.0,0.0,1,1.0,0.0,41.683224005651255,0.0
2418,1.0,1.0,1.0,1950.7688072878343,1,2.0,1.0,0,0.0,0.0,18.74651247332804,1.0
2444,3.0,0.0,3.0,574.7837953732358,1,1.0,0.0,0,0.0,0.0,49.050376304139945,0.0
2449,1.0,1.0,1.0,6639.861341009914,4,1.0,0.0,0,0.0,0.0,61.10107635868167,0.0
2471,23.0,1.0,23.0,6052.711957197163,4,1.0,0.0,0,0.0,0.0,42.83710967299362,0.0
2481,19.0,1.0,19.0,10253.195188956783,6,2.0,0.0,1,0.0,0.0,32.7730650761107,0.0
2485,22.0,1.0,23.0,3986.753078892897,2,2.0,0.0,1,0.0,0.0,51.56476330178498,1.0
2488,1.0,1.0,1.0,426.80786712837426,1,2.0,0.0,1,1.0,0.0,48.29341497160749,1.0
2489,13.0,1.0,12.0,7105.894004901613,4,1.0,0.0,1,1.0,0.0,35.46960833149251,0.0
2520,21.0,1.0,21.0,4456.658293420131,3,1.0,0.0,1,1.0,0.0,43.69875924529606,0.0
2522,10.0,1.0,1.0,4073.0293214254025,3,1.0,0.0,1,0.0,0.0,50.08192977508406,0.0
2528,17.0,0.0,17.0,1678.1882031053233,1,2.0,1.0,0,0.0,1.0,20.827323686383124,1.0
2530,7.0,1.0,7.0,4859.205892083337,3,5.0,0.0,1,1.0,0.0,69.13309911907209,0.0
2533,2.0,1.0,2.0,2699.3574026401766,2,1.0,0.0,1,1.0,0.0,56.98622142740169,0.0
2543,4.0,0.0,4.0,1608.9881767092272,1,5.0,0.0,1,1.0,0.0,65.09006656327529,1.0
2549,2.0,1.0,,,,2.0,1.0,0,0.0,0.0,15.6185206592329,0.0
2559,3.0,1.0,3.0,9719.630192337168,5,5.0,0.0,1,0.0,0.0,79.77010764791999,1.0
2562,21.0,1.0,17.0,6407.475500996888,4,2.0,0.0,1,0.0,0.0,28.751080037095562,0.0
2568,19.0,1.0,19.0,521.354461983381,1,5.0,0.0,0,0.0,1.0,67.9594476497191,0.0
2570,22.0,1.0,22.0,14516.026989764516,8,2.0,0.0,1,1.0,0.0,37.282175806971054,0.0
2574,18.0,1.0,18.0,2196.90392482699,2,5.0,0.0,1,1.0,0.0,67.661591076366,1.0
2577,1.0,1.0,1.0,7906.239598417219,4,1.0,0.0,1,1.0,0.0,43.642848428839216,1.0
2583,10.0,0.0,,,,4.0,1.0,0,0.0,0.0,8.222579609374407,1.0
2595,10.0,1.0,17.0,4698.404396172263,3,2.0,0.0,1,0.0,0.0,42.92223133020593,0.0
2605,19.0,1.0,22.0,3801.1147738111094,2,1.0,0.0,1,0.0,0.0,61.75736807451926,0.0
2621,1.0,1.0,1.0,5649.641214239237,3,1.0,0.0,1,0.0,0.0,41.51318495979899,0.0
2623,1.0,1.0,1.0,7849.902837435027,4,1.0,0.0,1,1.0,0.0,60.88262571237101,1.0
2634,3.0,1.0,19.0,5637.6599630196715,3,1.0,0.0,0,0.0,0.0,21.008335204503055,1.0
2640,19.0,0.0,19.0,5384.9361731652,3,1.0,0.0,1,1.0,0.0,41.43640560368635,1.0
2642,5.0,1.0,5.0,5956.985409956294,3,5.0,0.0,0,0.0,0.0,66.308482189512,1.0
2653,24.0,1.0,24.0,3624.9372024338,2,1.0,0.0,1,1.0,0.0,47.16457802598484,0.0
2663,11.0,1.0,11.0,5040.622201617199,3,1.0,0.0,0,0.0,0.0,35.87210441598609,1.0
2674,25.0,1.0,,,,4.0,1.0,0,0.0,0.0,9.590607107611277,0.0
2681,2.0,1.0,2.0,1286.0740907964941,1,1.0,0.0,1,1.0,0.0,32.557806348344,0.0
2692,2.0,1.0,2.0,3109.5435361497402,2,2.0,0.0,1,1.0,0.0,37.88382130519676,1.0
2693,23.0,1.0,11.0,5136.211136002684,3,2.0,0.0,1,0.0,0.0,42.39204421676959,1.0
2695,25.0,1.0,25.0,2950.217836022612,2,1.0,0.0,0,0.0,0.0,49.841497737163536,1.0
2696,22.0,1.0,,,,4.0,1.0,0,0.0,0.0,11.362296072323943,0.0
2699,25.0,0.0,24.0,4080.211573151396,3,1.0,0.0,0,0.0,0.0,32.05442220019768,0.0
2711,3.0,1.0,3.0,6491.131781957807,4,1.0,1.0,0,0.0,1.0,17.075476696304804,0.0
2713,19.0,1.0,,,,2.0,1.0,0,0.0,0.0,16.821556466911943,0.0
2717,10.0,1.0,10.0,12772.009255798665,7,1.0,0.0,0,0.0,0.0,38.34516179029151,1.0
2718,19.0,1.0,,,,4.0,1.0,0,0.0,0.0,13.74944201544099,1.0
2723,22.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.673888137680478,1.0
2725,2.0,1.0,2.0,6836.1106566134295,4,1.0,0.0,0,0.0,0.0,39.07048891492559,1.0
2727,20.0,1.0,2.0,7131.638741000983,4,2.0,0.0,0,0.0,0.0,53.804680313917515,1.0
2742,2.0,1.0,2.0,5770.086661622524,3,1.0,0.0,0,0.0,0.0,20.96280617388925,0.0
2749,17.0,0.0,18.0,6358.136846287817,4,1.0,0.0,0,0.0,0.0,21.877202702515206,0.0
2754,2.0,1.0,20.0,7128.389428044486,4,5.0,0.0,0,0.0,0.0,80.87417521960447,1.0
2764,17.0,0.0,,,,2.0,1.0,0,0.0,0.0,15.908509355825117,1.0
2774,11.0,1.0,17.0,4527.1930084905825,3,1.0,0.0,1,0.0,0.0,42.95507656007999,1.0
2778,22.0,1.0,19.0,3564.278175560898,2,2.0,0.0,0,0.0,0.0,28.057950236888473,0.0
2781,1.0,1.0,1.0,18840.58083134252,9,2.0,0.0,0,0.0,0.0,40.2130026849411,1.0
2783,22.0,1.0,22.0,2398.7550551109525,2,1.0,0.0,0,0.0,0.0,40.86143230073708,1.0
2804,22.0,0.0,22.0,4949.9405991993435,3,1.0,0.0,1,0.0,0.0,59.052967641132,0.0
2836,3.0,1.0,3.0,892.9454890103864,1,1.0,0.0,1,1.0,0.0,43.22925643581607,1.0
2843,2.0,1.0,2.0,3542.58329606913,2,1.0,0.0,0,0.0,1.0,36.666441521366096,0.0
2851,9.0,1.0,9.0,7577.946197323247,4,1.0,0.0,1,1.0,1.0,37.707210920855914,1.0
2869,22.0,1.0,,,,2.0,1.0,0,0.0,0.0,15.030440110615245,0.0
2871,11.0,1.0,,,,4.0,1.0,0,0.0,0.0,9.471986592295707,1.0
2874,1.0,1.0,1.0,4227.08557580368,3,1.0,0.0,1,1.0,0.0,30.314696316499067,1.0
2875,2.0,1.0,2.0,2194.4867135491236,2,1.0,0.0,1,1.0,0.0,36.85935676553072,1.0
2880,1.0,1.0,1.0,4019.3625963447407,3,1.0,1.0,0,0.0,0.0,17.767409991927252,1.0
2883,25.0,1.0,21.0,5149.9069880682355,3,1.0,0.0,1,0.0,0.0,23.947183507627187,1.0
2891,1.0,1.0,1.0,8634.845800228682,5,1.0,0.0,1,1.0,0.0,39.75011820543091,0.0
2893,17.0,1.0,1.0,6181.484770085283,4,2.0,0.0,1,0.0,0.0,26.129227065533996,1.0
2894,2.0,1.0,2.0,4269.493176392564,3,2.0,0.0,0,0.0,1.0,55.892379388653126,1.0
2896,7.0,1.0,7.0,2455.450781571127,2,2.0,0.0,0,0.0,0.0,25.00241769743161,0.0
2922,3.0,1.0,3.0,11477.926596836862,6,1.0,0.0,1,0.0,0.0,60.99317099864311,0.0
2933,2.0,1.0,22.0,5116.807445595859,3,1.0,0.0,0,0.0,0.0,38.57542776944797,0.0
2935,17.0,1.0,17.0,422.4154611967451,1,1.0,0.0,1,1.0,0.0,43.443166050944455,0.0
2947,3.0,1.0,,,,4.0,1.0,0,0.0,0.0,11.49212091156528,1.0
2948,19.0,1.0,19.0,1643.6865309621062,1,1.0,0.0,1,1.0,0.0,48.152928232855174,1.0
2976,11.0,1.0,11.0,123288.17847747436,9,1.0,0.0,1,1.0,0.0,29.595337435247302,1.0
2982,19.0,1.0,19.0,2157.5002389967376,2,1.0,0.0,1,1.0,0.0,38.64129356573403,0.0
2996,3.0,1.0,3.0,8562.579209636602,5,1.0,0.0,0,0.0,0.0,54.32206760682129,0.0
3035,1.0,1.0,1.0,35726.00616969531,9,1.0,0.0,1,0.0,0.0,45.601743281585186,0.0
3037,8.0,1.0,8.0,2547.7188785069384,2,5.0,0.0,1,1.0,1.0,98.07331070749069,0.0
3038,13.0,1.0,13.0,6449.321041757534,4,1.0,0.0,0,0.0,0.0,23.235411906603986,1.0
3052,1.0,1.0,1.0,7961.419931060768,4,5.0,0.0,1,1.0,0.0,66.4413568653631,1.0
3055,13.0,0.0,1.0,2936.6669686490395,2,1.0,0.0,0,0.0,0.0,32.003163744454696,1.0
3057,3.0,0.0,3.0,9902.23851092561,5,1.0,0.0,0,0.0,0.0,32.003163744454696,0.0
3076,19.0,0.0,19.0,1579.209537594624,1,1.0,0.0,1,1.0,0.0,61.3006899590257,1.0
3079,2.0,1.0,2.0,36291.732952105085,9,2.0,0.0,1,1.0,0.0,54.62465786768803,1.0
3085,13.0,1.0,13.0,9407.463019890833,5,1.0,0.0,0,0.0,0.0,40.56787749145565,1.0
3087,10.0,0.0,,,,2.0,1.0,0,0.0,0.0,16.087018569333168,0.0
3092,21.0,1.0,21.0,1076.778449741587,1,1.0,0.0,1,1.0,0.0,50.94864128033305,1.0
3095,2.0,0.0,18.0,4119.395310189098,3,2.0,0.0,1,0.0,0.0,63.01831929090804,1.0
3097,2.0,0.0,2.0,8262.64536448256,5,5.0,0.0,1,1.0,0.0,64.53766401663552,0.0
3107,2.0,1.0,2.0,1039.500360289524,1,1.0,0.0,1,1.0,1.0,40.44491268131469,1.0
3111,22.0,1.0,,,,2.0,1.0,0,0.0,0.0,15.795291106587229,1.0
3117,20.0,1.0,20.0,16283.032401301156,9,2.0,0.0,1,1.0,0.0,60.08642534927799,1.0
3140,23.0,1.0,21.0,3188.3303690291286,2,2.0,0.0,0,0.0,0.0,43.41921167373107,0.0
3148,25.0,1.0,,,,4.0,1.0,0,0.0,0.0,11.971059573836783,0.0
3150,17.0,1.0,12.0,5125.991284148908,3,1.0,1.0,0,0.0,0.0,19.73992081996562,0.0
3152,22.0,1.0,22.0,9413.643892046843,5,1.0,0.0,0,0.0,0.0,45.02945598724273,1.0
3157,21.0,1.0,21.0,2587.7185476461423,2,5.0,0.0,1,1.0,0.0,75.44158391060796,0.0
3158,9.0,1.0,9.0,15408.187030954095,8,2.0,0.0,1,0.0,0.0,42.7096457051216,0.0
3172,22.0,1.0,22.0,797.7155001047892,1,5.0,0.0,1,1.0,0.0,78.03296836029722,0.0
3180,19.0,1.0,,,,2.0,0.0,1,1.0,0.0,26.02681129049165,0.0
3191,18.0,0.0,18.0,2025.9215337726914,2,1.0,0.0,1,1.0,0.0,53.036524867543676,1.0
3196,1.0,1.0,1.0,8526.734254370176,5,5.0,0.0,1,1.0,1.0,69.83420811405995,0.0
3207,1.0,1.0,1.0,9003.501830167275,5,1.0,0.0,1,1.0,0.0,26.639190931479106,0.0
3212,19.0,1.0,19.0,12655.4471553755,7,1.0,0.0,1,1.0,0.0,40.663199477160106,0.0
3226,17.0,1.0,,,,2.0,1.0,0,0.0,0.0,17.519364054763173,1.0
3227,3.0,1.0,3.0,13868.55939593426,7,1.0,0.0,1,1.0,0.0,33.73382340808689,0.0
3228,22.0,1.0,22.0,3812.3019809832267,2,2.0,0.0,1,0.0,0.0,54.25129304977963,1.0
3253,2.0,0.0,2.0,5374.850229117934,3,2.0,0.0,0,0.0,0.0,26.210168702551528,0.0
3257,22.0,1.0,23.0,8937.877675839358,5,1.0,0.0,1,0.0,0.0,49.50021487747699,1.0
3259,1.0,1.0,1.0,15951.848971143083,8,1.0,0.0,1,1.0,0.0,33.89978598683206,1.0
3260,3.0,1.0,2.0,1654.7646623673786,1,2.0,0.0,1,1.0,1.0,54.87975073519351,0.0
3279,1.0,1.0,1.0,1832.862571119935,1,1.0,0.0,1,0.0,0.0,47.22504930114269,0.0
3285,1.0,1.0,1.0,677.1339209932507,1,2.0,0.0,1,1.0,0.0,38.329301028420105,1.0
3294,2.0,1.0,2.0,14471.120838075127,8,1.0,0.0,1,0.0,0.0,51.03998881283678,0.0
3297,2.0,0.0,2.0,14373.105694782138,8,1.0,0.0,1,1.0,0.0,55.09712999807675,1.0
3298,11.0,1.0,11.0,3239.6905388115324,2,1.0,0.0,1,1.0,1.0,58.39327076403697,0.0
3301,17.0,1.0,17.0,4721.049443363368,3,1.0,0.0,1,1.0,0.0,40.61215182477349,1.0
3302,22.0,1.0,22.0,2501.740132243418,2,1.0,0.0,1,0.0,0.0,32.516661319204104,0.0
3304,20.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.952831330506342,1.0
3318,2.0,1.0,2.0,26714.830178490498,9,1.0,0.0,1,1.0,1.0,46.31579880579352,0.0
3320,3.0,1.0,3.0,552.690593725216,1,2.0,0.0,0,0.0,0.0,19.74847566829112,0.0
3322,1.0,1.0,1.0,1755.5498916629913,1,2.0,0.0,1,1.0,0.0,54.59739806929838,0.0
3323,19.0,1.0,19.0,4148.640591524202,3,5.0,0.0,1,1.0,0.0,76.0826473844495,0.0
3332,19.0,1.0,19.0,11484.325488995777,6,1.0,0.0,1,0.0,0.0,26.26378107383198,1.0
3333,25.0,1.0,25.0,14107.421476143754,8,2.0,0.0,1,1.0,0.0,26.308316185956073,0.0
3340,20.0,1.0,25.0,1209.4112579037167,1,2.0,0.0,1,0.0,0.0,50.58970221264508,0.0
3346,12.0,1.0,,,,4.0,1.0,0,0.0,0.0,9.53472153114808,0.0
3352,17.0,1.0,3.0,5353.648647327646,3,1.0,0.0,1,0.0,0.0,53.59672266660709,0.0
3356,2.0,1.0,2.0,1905.5900218841055,1,2.0,0.0,1,1.0,0.0,62.83404484889593,1.0
3372,19.0,1.0,2.0,5751.264928969447,3,5.0,0.0,1,0.0,0.0,77.57494489414967,0.0
3373,3.0,0.0,3.0,418.79022477692865,1,1.0,0.0,1,0.0,0.0,24.46560637285279,1.0
3374,6.0,1.0,2.0,8612.2317757013,5,5.0,0.0,1,0.0,0.0,67.1250029495759,0.0
3378,1.0,1.0,1.0,13656.745278950406,7,1.0,0.0,1,1.0,1.0,48.30383146053009,1.0
3380,1.0,1.0,,,,2.0,1.0,0,0.0,0.0,17.460551598507664,0.0
3385,5.0,1.0,5.0,14681.77973877184,8,1.0,0.0,0,0.0,1.0,25.47196986963513,0.0
3405,25.0,1.0,25.0,25352.86931039673,9,2.0,0.0,1,0.0,0.0,32.64304957696322,1.0
3414,2.0,1.0,2.0,3502.6784032373625,2,1.0,0.0,1,1.0,0.0,38.91825390040731,1.0
3416,1.0,1.0,1.0,11204.287140929408,6,1.0,0.0,1,1.0,0.0,55.05593556845315,0.0
3421,13.0,1.0,13.0,9127.421075715481,5,5.0,0.0,1,1.0,0.0,72.32801553382001,1.0
3428,22.0,1.0,,,,2.0,1.0,0,0.0,0.0,15.59474180869006,1.0
3462,10.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.60619673912197,1.0
3473,22.0,1.0,25.0,4001.1233437658584,3,1.0,0.0,1,0.0,0.0,44.124632674183204,0.0
3518,12.0,1.0,12.0,5501.7202305114115,3,2.0,1.0,0,0.0,0.0,17.34291144957706,0.0
3528,21.0,1.0,21.0,3299.129605543481,2,1.0,0.0,1,1.0,0.0,52.49441726324403,0.0
3531,24.0,1.0,2.0,3866.2596172858543,2,1.0,0.0,1,0.0,0.0,49.389144776896046,1.0
3532,22.0,1.0,20.0,2936.4588511647003,2,2.0,1.0,0,0.0,0.0,17.76699811071694,0.0
3533,4.0,0.0,18.0,40442.2610261113,9,1.0,0.0,1,1.0,0.0,47.67561101162846,0.0
3558,1.0,1.0,1.0,19310.66948253968,9,2.0,0.0,1,0.0,0.0,35.58853449064554,1.0
3573,18.0,0.0,,,,2.0,0.0,1,1.0,0.0,19.3121898904069,1.0
3580,13.0,1.0,13.0,3784.769708617954,2,1.0,0.0,1,1.0,0.0,39.34909550144994,1.0
3599,17.0,1.0,17.0,2763.588288578897,2,2.0,0.0,1,0.0,0.0,30.843562043859492,1.0
3607,18.0,1.0,18.0,11389.192083723885,6,2.0,0.0,1,1.0,0.0,25.03316256919129,1.0
3622,3.0,1.0,17.0,4376.9624197081,3,1.0,0.0,1,0.0,0.0,42.78248216751308,0.0
3623,19.0,1.0,,,,4.0,1.0,0,0.0,1.0,12.186542126725953,1.0
3624,1.0,1.0,1.0,18885.245089952667,9,1.0,0.0,1,1.0,0.0,30.144371784399937,0.0
3629,3.0,1.0,3.0,14668.085150639472,8,1.0,0.0,1,1.0,0.0,56.02648335441404,0.0
3640,1.0,1.0,1.0,6609.693861578332,4,5.0,0.0,1,0.0,0.0,68.7479550409821,1.0
3647,19.0,1.0,19.0,3669.0888283181735,2,5.0,0.0,1,0.0,1.0,66.78005336388901,1.0
3649,19.0,1.0,19.0,3266.710114663455,2,1.0,0.0,1,1.0,0.0,48.757354170869576,1.0
3651,26.0,0.0,26.0,2271.218424593103,2,2.0,0.0,1,0.0,0.0,20.73160401765699,0.0
3659,17.0,1.0,17.0,2069.308064389042,2,1.0,0.0,1,0.0,0.0,27.90238866325285,1.0
3661,12.0,1.0,,,,4.0,1.0,0,0.0,0.0,12.425978141879114,0.0
3671,22.0,1.0,22.0,6331.728561172846,4,1.0,0.0,1,1.0,0.0,43.96426509007097,0.0
3678,11.0,1.0,11.0,17466.915979421374,9,5.0,0.0,1,0.0,0.0,69.68272966427753,0.0
3681,1.0,1.0,1.0,1041.8582561647193,1,1.0,0.0,1,1.0,0.0,48.04341664541994,1.0
3691,22.0,0.0,2.0,5868.901007826219,3,2.0,0.0,0,0.0,1.0,21.123339999993277,0.0
3695,10.0,1.0,10.0,1233.902428840693,1,1.0,0.0,0,0.0,0.0,18.87741617354709,1.0
3708,2.0,1.0,25.0,2615.617080935481,2,5.0,0.0,1,0.0,0.0,66.20908519667591,1.0
3715,1.0,1.0,1.0,7500.225233064127,4,1.0,0.0,1,1.0,0.0,47.2794268452119,1.0
3719,10.0,1.0,2.0,6335.5544072754565,4,2.0,0.0,1,0.0,0.0,46.6709583360921,0.0
3722,18.0,0.0,18.0,2818.1008536376535,2,1.0,0.0,1,0.0,0.0,22.23770512613646,0.0
3723,12.0,1.0,12.0,6748.714958641753,4,1.0,0.0,1,1.0,0.0,42.34201644490963,0.0
3730,23.0,1.0,23.0,1704.7054407284404,1,1.0,0.0,1,1.0,0.0,32.24220123107125,1.0
3749,2.0,1.0,,,,4.0,1.0,0,0.0,0.0,9.894046486407888,0.0
3754,2.0,0.0,2.0,20491.06249304325,9,2.0,0.0,0,0.0,0.0,21.781927546202724,1.0
3763,18.0,0.0,18.0,965.1048292827994,1,2.0,0.0,0,0.0,0.0,36.5796975883427,1.0
3767,12.0,1.0,12.0,2726.687961866634,2,1.0,0.0,0,0.0,0.0,31.6015932559676,1.0
3768,22.0,1.0,22.0,4040.861046762813,3,5.0,0.0,1,1.0,0.0,76.3828270037277,1.0
3775,2.0,0.0,,,,4.0,1.0,0,0.0,0.0,7.49525940558965,0.0
3779,2.0,0.0,2.0,26558.672610923066,9,1.0,0.0,1,1.0,0.0,42.91072560742555,0.0
3780,21.0,1.0,23.0,2920.3571745696327,2,2.0,0.0,1,0.0,0.0,45.22662944952231,0.0
3783,18.0,0.0,21.0,2788.7361664159243,2,1.0,0.0,0,0.0,0.0,33.54421503856565,0.0
3787,18.0,1.0,25.0,4940.576441859088,3,2.0,0.0,1,0.0,0.0,27.879278688270688,1.0
3791,23.0,1.0,,,,2.0,0.0,1,0.0,0.0,23.85743736215204,0.0
3793,3.0,0.0,3.0,2102.826397194878,2,1.0,0.0,0,0.0,0.0,29.012157896268036,1.0
3808,2.0,1.0,,,,4.0,1.0,0,0.0,0.0,10.3307643580697,0.0
3810,18.0,0.0,18.0,1764.265374590124,1,2.0,0.0,1,0.0,0.0,47.84655166264406,1.0
3816,11.0,1.0,19.0,5136.773063410293,3,2.0,0.0,1,0.0,0.0,31.10629473146446,0.0
3825,1.0,1.0,1.0,2799.819755347683,2,2.0,0.0,1,0.0,1.0,26.546977357023252,1.0
3834,13.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.426165738899954,1.0
